title,first_name,last_name,emp_no,from_date,salary,birth_date
Technique Leader,Taisook,Taubman,224899,1985-05-10,40000,1954-10-23
Engineer,Naftali,Pero,224901,1985-12-22,67869,1953-07-20
Senior Engineer,Naftali,Pero,224901,1985-12-22,67869,1953-07-20
Senior Staff,Holgard,Matzke,224907,1985-05-07,79549,1952-07-05
Staff,Holgard,Matzke,224907,1985-05-07,79549,1952-07-05
Engineer,Danae,Pollock,224917,1988-11-24,40000,1952-09-07
Senior Engineer,Danae,Pollock,224917,1988-11-24,40000,1952-09-07
Assistant Engineer,Xiaocheng,Sigstam,224920,1987-05-21,64184,1953-12-07
Engineer,Xiaocheng,Sigstam,224920,1987-05-21,64184,1953-12-07
Senior Engineer,Xiaocheng,Sigstam,224920,1987-05-21,64184,1953-12-07
Senior Staff,Conrado,Serna,224927,1987-11-23,63311,1953-06-26
Staff,Conrado,Serna,224927,1987-11-23,63311,1953-06-26
Engineer,Zhiguo,Rodier,224932,1991-11-07,46674,1952-06-21
Senior Engineer,Zhiguo,Rodier,224932,1991-11-07,46674,1952-06-21
Senior Engineer,Demin,Solovay,224937,1992-11-27,64958,1952-12-24
Engineer,Dayanand,Swab,224942,1995-12-13,57813,1952-02-07
Engineer,Susanna,Hartvigsen,224951,1990-05-26,58466,1952-03-31
Senior Engineer,Susanna,Hartvigsen,224951,1990-05-26,58466,1952-03-31
Senior Staff,Guoxiang,Swen,224959,1994-01-17,40000,1953-05-26
Staff,Guoxiang,Swen,224959,1994-01-17,40000,1953-05-26
Assistant Engineer,Steve,Gire,224973,1988-01-19,40000,1952-09-03
Engineer,Steve,Gire,224973,1988-01-19,40000,1952-09-03
Staff,Deniz,Makrucki,224983,1986-12-19,68412,1954-09-05
Assistant Engineer,Claude,Steinauer,224988,1988-10-22,40000,1952-03-06
Engineer,Claude,Steinauer,224988,1988-10-22,40000,1952-03-06
Engineer,Chikara,Kadhim,224995,1985-03-05,70270,1952-12-13
Senior Engineer,Chikara,Kadhim,224995,1985-03-05,70270,1952-12-13
Technique Leader,Sailaja,Coors,224997,1986-02-19,55320,1953-07-31
Senior Engineer,Chuanti,Rouquie,225009,1987-12-23,60433,1955-11-18
Senior Staff,Goh,Bruckman,225017,1988-11-10,64040,1954-01-07
Staff,Goh,Bruckman,225017,1988-11-10,64040,1954-01-07
Staff,Leszek,Spell,225030,1998-08-06,54903,1952-10-13
Engineer,Shuichi,Pashtan,225032,1999-09-06,40000,1955-04-16
Engineer,Naraig,Camurati,225033,1990-12-14,40000,1952-09-15
Senior Engineer,Naraig,Camurati,225033,1990-12-14,40000,1952-09-15
Senior Staff,Uzi,Karnin,225037,1986-10-20,48528,1953-09-29
Staff,Uzi,Karnin,225037,1986-10-20,48528,1953-09-29
Engineer,Tuval,Vernadat,225059,1988-12-11,40000,1952-06-17
Senior Engineer,Tuval,Vernadat,225059,1988-12-11,40000,1952-06-17
Engineer,Armond,Manderick,225069,1985-08-26,44272,1954-10-02
Engineer,Niclas,Mungall,225085,1986-11-01,62536,1954-06-01
Senior Engineer,Niclas,Mungall,225085,1986-11-01,62536,1954-06-01
Senior Staff,Palash,Hempstead,225105,1990-05-29,82772,1952-02-02
Staff,Palash,Hempstead,225105,1990-05-29,82772,1952-02-02
Engineer,Josyula,Uhrig,225116,1994-12-01,75291,1953-01-23
Technique Leader,Makato,Gide,225123,1986-01-14,40000,1952-08-19
Engineer,Szabolcs,Stassinopoulos,225124,1985-07-27,40000,1953-04-07
Technique Leader,Mototsugu,Schwartzbauer,225137,1995-10-01,40000,1953-03-27
Assistant Engineer,Siddarth,Shrader,225158,1987-01-04,40000,1952-08-11
Engineer,Siddarth,Shrader,225158,1987-01-04,40000,1952-08-11
Engineer,Kersti,Waschkowski,225170,1987-04-24,64474,1952-02-14
Senior Engineer,Kersti,Waschkowski,225170,1987-04-24,64474,1952-02-14
Senior Engineer,Domenick,Sridhar,225179,1991-10-08,40000,1954-07-03
Engineer,Xuejia,Thiria,225185,1986-10-20,40000,1955-07-16
Senior Engineer,Xuejia,Thiria,225185,1986-10-20,40000,1955-07-16
Engineer,Sachin,Lipner,225186,1988-09-26,48335,1953-02-11
Senior Engineer,Sachin,Lipner,225186,1988-09-26,48335,1953-02-11
Senior Staff,Honglan,Malabarba,225188,1994-06-29,60290,1954-08-04
Staff,Honglan,Malabarba,225188,1994-06-29,60290,1954-08-04
Technique Leader,Zhongwei,Plavsic,225198,1986-01-25,40000,1955-08-20
Senior Engineer,Aris,Frezza,225203,1986-08-25,47479,1954-07-14
Senior Staff,Barry,Krichel,225211,1985-12-22,47446,1955-10-15
Staff,Barry,Krichel,225211,1985-12-22,47446,1955-10-15
Engineer,Parke,Farrar,225215,1986-06-07,49116,1953-05-08
Senior Engineer,Parke,Farrar,225215,1986-06-07,49116,1953-05-08
Engineer,Berthier,Montresor,225230,1986-04-15,62063,1952-05-02
Senior Engineer,Berthier,Montresor,225230,1986-04-15,62063,1952-05-02
Engineer,Ibibia,Marakhovsky,225231,1987-02-22,54055,1955-11-26
Senior Engineer,Ibibia,Marakhovsky,225231,1987-02-22,54055,1955-11-26
Technique Leader,Ute,Weiland,225242,1989-08-12,40471,1953-09-22
Engineer,Uinam,Swiss,225253,1987-07-29,73217,1953-07-19
Senior Engineer,Uinam,Swiss,225253,1987-07-29,73217,1953-07-19
Senior Staff,Sanjoy,Tzvieli,225254,1985-02-09,78234,1955-02-09
Senior Staff,Dharmaraja,Shumilov,225255,1986-02-10,65388,1955-06-26
Staff,Baocai,Ishibashi,225275,1990-03-25,62930,1954-04-21
Assistant Engineer,Hercules,Harbusch,225277,1998-05-12,40000,1952-05-30
Senior Staff,Perry,Miara,225280,1986-02-27,67970,1953-11-29
Staff,Perry,Miara,225280,1986-02-27,67970,1953-11-29
Staff,Ronnie,Decleir,225287,1997-11-26,67212,1953-03-15
Engineer,Hidekazu,Vecchi,225290,1986-09-08,44397,1954-01-09
Senior Engineer,Hidekazu,Vecchi,225290,1986-09-08,44397,1954-01-09
Engineer,Baoqiu,Panwar,225292,1985-06-15,40000,1953-07-14
Senior Engineer,Baoqiu,Panwar,225292,1985-06-15,40000,1953-07-14
Senior Staff,Huican,Collavizza,225301,1985-11-17,56397,1955-05-21
Staff,Huican,Collavizza,225301,1985-11-17,56397,1955-05-21
Senior Staff,Wonhee,Pagter,225306,1985-07-02,101630,1952-08-26
Staff,Wonhee,Pagter,225306,1985-07-02,101630,1952-08-26
Senior Staff,Shiv,Angel,225307,1987-11-19,62289,1954-09-08
Staff,Shiv,Angel,225307,1987-11-19,62289,1954-09-08
Staff,Clyde,Dusink,225310,1988-12-17,85522,1955-03-28
Senior Engineer,Luisa,Eiron,225313,1992-12-08,40000,1953-03-30
Assistant Engineer,Piyawadee,Choobineh,225315,1995-03-26,41223,1952-03-08
Engineer,Piyawadee,Choobineh,225315,1995-03-26,41223,1952-03-08
Engineer,Leaf,Baalen,225320,1986-06-14,50205,1954-01-03
Senior Staff,Morrie,Sidhu,225323,1985-02-24,88201,1955-01-18
Senior Staff,Quingbo,Oppitz,225324,1991-08-19,71867,1955-12-29
Staff,Quingbo,Oppitz,225324,1991-08-19,71867,1955-12-29
Senior Staff,Vishwani,Kalloufi,225327,1987-10-04,53568,1955-01-16
Engineer,Panayotis,Mahmud,225349,1990-08-27,56987,1952-04-08
Senior Engineer,Panayotis,Mahmud,225349,1990-08-27,56987,1952-04-08
Engineer,Perry,Papastamatiou,225357,1987-01-09,51027,1955-04-21
Senior Engineer,Perry,Papastamatiou,225357,1987-01-09,51027,1955-04-21
Senior Staff,Adamantios,Cullers,225363,1986-01-05,40000,1955-08-21
Technique Leader,Souichi,Merle,225364,1986-06-01,40000,1954-02-22
Engineer,Danel,Rodite,225373,1989-03-06,48151,1953-11-07
Senior Engineer,Danel,Rodite,225373,1989-03-06,48151,1953-11-07
Engineer,Chinya,Copas,225378,1999-04-10,40000,1955-09-04
Staff,Amstein,Zolotykh,225391,1997-09-07,53440,1954-06-09
Senior Staff,Zhenbing,Ibel,225426,1986-10-15,40000,1952-03-31
Staff,Zhenbing,Ibel,225426,1986-10-15,40000,1952-03-31
Technique Leader,Gian,Koblick,225439,1999-01-08,40000,1954-03-01
Technique Leader,Masanao,Vural,225444,1995-08-06,40000,1952-12-08
Senior Staff,Masako,Poupard,225446,1988-05-15,40000,1953-04-13
Staff,Masako,Poupard,225446,1988-05-15,40000,1953-04-13
Engineer,Jiann,Famili,225450,1985-07-27,62260,1952-08-14
Senior Engineer,Jiann,Famili,225450,1985-07-27,62260,1952-08-14
Engineer,Huan,Rothenberg,225453,2000-01-20,40000,1952-11-09
Engineer,Shem,Baumann,225454,1986-03-15,40000,1953-02-28
Senior Engineer,Shem,Baumann,225454,1986-03-15,40000,1953-02-28
Technique Leader,Eldridge,Papadias,225455,1992-11-03,45813,1953-11-12
Staff,Temple,Masada,225463,1998-08-11,55466,1954-07-16
Assistant Engineer,Tetsurou,Vieth,225464,1996-04-27,40000,1952-08-31
Engineer,Tetsurou,Vieth,225464,1996-04-27,40000,1952-08-31
Senior Staff,Vasilii,Munawer,225468,1987-03-04,40106,1952-07-05
Senior Staff,Sorina,Gimarc,225480,1993-02-24,66471,1952-10-14
Staff,Sorina,Gimarc,225480,1993-02-24,66471,1952-10-14
Senior Staff,Guangming,Deville,225492,1988-11-01,40000,1953-08-25
Staff,Guangming,Deville,225492,1988-11-01,40000,1953-08-25
Senior Engineer,Kayoko,Kropf,225503,1995-07-11,55526,1952-02-26
Engineer,Rajmohan,Leaver,225509,1992-08-26,40000,1954-07-08
Senior Engineer,Rajmohan,Leaver,225509,1992-08-26,40000,1954-07-08
Senior Staff,Jenwei,Herber,225515,1988-12-11,85832,1954-09-22
Staff,Jenwei,Herber,225515,1988-12-11,85832,1954-09-22
Senior Staff,Owen,Zyda,225518,1995-09-03,78445,1953-05-25
Senior Staff,Feiyu,Oehlmann,225533,1985-02-08,50918,1953-03-24
Staff,Feiyu,Oehlmann,225533,1985-02-08,50918,1953-03-24
Engineer,Baruch,Brodal,225541,1987-06-10,57368,1955-04-17
Senior Engineer,Baruch,Brodal,225541,1987-06-10,57368,1955-04-17
Engineer,Marl,Albarhamtoshy,225546,1986-09-03,55122,1955-01-23
Senior Engineer,Marl,Albarhamtoshy,225546,1986-09-03,55122,1955-01-23
Engineer,Sariel,Lalonde,225552,1985-04-23,48598,1955-02-05
Senior Engineer,Sariel,Lalonde,225552,1985-04-23,48598,1955-02-05
Senior Engineer,Katsuo,Marquardt,225560,1987-07-08,53592,1955-02-01
Senior Staff,Chenyi,Orlowska,225587,1997-12-25,48280,1952-08-05
Senior Staff,Mariusz,Emmerich,225594,1990-09-04,54347,1954-02-08
Staff,Mariusz,Emmerich,225594,1990-09-04,54347,1954-02-08
Staff,Marla,Rosti,225595,1997-03-28,40000,1953-07-11
Staff,Jixiang,Rosen,225606,1998-06-03,40000,1953-07-30
Technique Leader,Vishv,Morris,225610,1988-03-21,47681,1953-04-24
Engineer,Alenka,Markovitch,225613,1985-12-28,55299,1953-03-29
Senior Engineer,Alenka,Markovitch,225613,1985-12-28,55299,1953-03-29
Staff,Zhonghui,Clouatre,225615,1997-12-21,70692,1955-03-10
Senior Staff,Tommaso,Pettit,225617,1987-01-07,40000,1953-07-15
Staff,Tommaso,Pettit,225617,1987-01-07,40000,1953-07-15
Senior Staff,Shuho,Duclos,225618,1987-03-08,40000,1955-08-15
Engineer,Erez,Hempstead,225621,1989-10-02,40000,1955-09-19
Senior Engineer,Erez,Hempstead,225621,1989-10-02,40000,1955-09-19
Staff,Arunas,Taubenfeld,225623,1999-09-21,40000,1953-09-14
Technique Leader,Tze,Pokrovskii,225628,1988-10-06,64174,1953-10-20
Senior Staff,Jiann,Levasseur,225630,1987-03-31,40000,1954-06-22
Staff,Jiann,Levasseur,225630,1987-03-31,40000,1954-06-22
Engineer,Magy,Krybus,225636,1994-06-18,43251,1952-08-06
Senior Staff,Magy,McClure,225650,1986-11-06,43295,1955-12-08
Staff,Magy,McClure,225650,1986-11-06,43295,1955-12-08
Engineer,Along,Seiwald,225652,1985-08-22,40920,1954-11-13
Senior Engineer,Along,Seiwald,225652,1985-08-22,40920,1954-11-13
Assistant Engineer,Rosita,Riexinger,225654,1989-05-01,40000,1954-04-10
Engineer,Rosita,Riexinger,225654,1989-05-01,40000,1954-04-10
Senior Staff,Geoff,Pelz,225655,1989-10-22,49094,1952-09-15
Staff,Geoff,Pelz,225655,1989-10-22,49094,1952-09-15
Senior Staff,Danai,Kakkar,225658,1988-02-12,66251,1953-01-05
Senior Staff,Hairong,Baer,225661,1985-06-21,71991,1954-12-09
Staff,Hairong,Baer,225661,1985-06-21,71991,1954-12-09
Senior Staff,Xinglin,Guerreiro,225681,1986-11-10,40000,1953-12-20
Staff,Xinglin,Guerreiro,225681,1986-11-10,40000,1953-12-20
Senior Staff,Jaewoo,Menhoudj,225699,1987-10-28,66127,1954-08-04
Staff,Jaewoo,Menhoudj,225699,1987-10-28,66127,1954-08-04
Senior Staff,Lunjin,Prenel,225701,1996-12-11,40000,1954-12-07
Senior Staff,Eirik,Validov,225709,1993-11-29,68158,1954-06-05
Staff,Eirik,Validov,225709,1993-11-29,68158,1954-06-05
Engineer,Vasiliy,Steinauer,225711,1995-11-19,46542,1954-05-14
Engineer,Jinxi,Maierhofer,225713,1986-02-25,45237,1952-04-28
Senior Engineer,Jinxi,Maierhofer,225713,1986-02-25,45237,1952-04-28
Engineer,Gadiel,Dayang,225714,1988-01-29,43894,1953-01-11
Senior Engineer,Gadiel,Dayang,225714,1988-01-29,43894,1953-01-11
Assistant Engineer,Kolar,Himler,225719,1986-08-18,40000,1952-03-23
Engineer,Kolar,Himler,225719,1986-08-18,40000,1952-03-23
Senior Engineer,Kolar,Himler,225719,1986-08-18,40000,1952-03-23
Engineer,Morris,Ramaiah,225720,1986-03-30,40000,1954-01-14
Senior Engineer,Morris,Ramaiah,225720,1986-03-30,40000,1954-01-14
Senior Engineer,Tadahiko,Tiemann,225747,1986-01-16,48836,1953-05-25
Staff,Subhrajyoti,Adachi,225760,1998-09-09,47857,1953-07-26
Senior Staff,Lalit,Peyn,225766,1999-10-04,59428,1954-02-08
Assistant Engineer,Visit,Khasidashvili,225770,1985-03-29,61565,1955-05-12
Engineer,Visit,Khasidashvili,225770,1985-03-29,61565,1955-05-12
Senior Staff,Suzette,Huhdanpaa,225779,1988-06-30,40000,1955-11-05
Engineer,Sugwoo,Ferretti,225780,1995-02-10,44679,1954-12-30
Engineer,Takushi,Zallocco,225811,1991-05-07,40000,1952-08-04
Senior Engineer,Takushi,Zallocco,225811,1991-05-07,40000,1952-08-04
Senior Staff,Bader,Jansen,225816,1998-11-04,65039,1953-01-20
Technique Leader,Tomoyuki,Shihab,225818,1997-11-09,46786,1955-06-12
Engineer,Takahito,Peak,225829,1997-03-25,61516,1952-02-29
Senior Staff,Moti,Rodier,225840,1987-06-20,44564,1954-09-10
Staff,Moti,Rodier,225840,1987-06-20,44564,1954-09-10
Engineer,Bowen,Schmezko,225842,1986-05-30,40000,1952-03-13
Senior Engineer,Remco,Codenie,225843,1988-12-22,68660,1954-10-22
Senior Staff,Mart,Syang,225860,1988-04-20,40000,1952-12-02
Staff,Mart,Syang,225860,1988-04-20,40000,1952-12-02
Technique Leader,Shao,Morrey,225864,1987-03-31,40000,1955-06-12
Senior Engineer,Shunichi,Peek,225870,1987-10-13,42271,1952-12-20
Senior Staff,Ronghao,Kavraki,225871,1988-10-29,59319,1952-02-04
Staff,Ronghao,Kavraki,225871,1988-10-29,59319,1952-02-04
Staff,Mingzeng,Simmel,225885,1997-02-09,40000,1954-06-11
Senior Staff,Alois,Oxenboll,225890,1985-07-28,40829,1953-03-28
Staff,Alois,Oxenboll,225890,1985-07-28,40829,1953-03-28
Engineer,Mohd,Mondadori,225891,1987-07-21,71743,1955-09-26
Senior Engineer,Mohd,Mondadori,225891,1987-07-21,71743,1955-09-26
Technique Leader,Pradeep,Penttonen,225899,1985-06-22,49109,1955-08-22
Engineer,Tse,Roisin,225900,1998-07-07,40000,1955-07-20
Staff,Ayonca,Schusler,225902,1999-04-13,40000,1952-10-18
Senior Staff,Shih,Passino,225905,1988-02-05,76157,1952-03-07
Staff,Shih,Passino,225905,1988-02-05,76157,1952-03-07
Senior Staff,Christfried,Dayang,225919,1985-05-29,40000,1953-08-19
Staff,Christfried,Dayang,225919,1985-05-29,40000,1953-08-19
Senior Staff,Kasturi,Huxford,225928,1987-02-26,62596,1952-02-15
Staff,Kasturi,Huxford,225928,1987-02-26,62596,1952-02-15
Staff,Duke,Ranon,225931,1991-10-27,41036,1953-06-16
Senior Staff,Alenka,Angelopoulos,225941,1985-02-09,86425,1953-01-18
Staff,Alenka,Angelopoulos,225941,1985-02-09,86425,1953-01-18
Engineer,Mart,Sabnani,225942,1999-02-06,40000,1955-02-12
Senior Staff,Venkatesan,Serre,225952,1991-02-18,40000,1952-04-19
Staff,Venkatesan,Serre,225952,1991-02-18,40000,1952-04-19
Engineer,Radhia,Bernini,225955,1988-08-15,41623,1954-01-10
Senior Engineer,Radhia,Bernini,225955,1988-08-15,41623,1954-01-10
Engineer,Mads,Parhami,225956,1985-08-25,40000,1954-11-02
Senior Engineer,Mads,Parhami,225956,1985-08-25,40000,1954-11-02
Engineer,Jeane,Cullers,225960,1986-08-10,40000,1953-10-23
Senior Engineer,Jeane,Cullers,225960,1986-08-10,40000,1953-10-23
Engineer,Dhritiman,Alpay,225965,1987-06-27,47118,1955-12-13
Senior Engineer,Dhritiman,Alpay,225965,1987-06-27,47118,1955-12-13
Engineer,Arne,Legleitner,225967,1988-11-17,45794,1952-04-07
Engineer,Domenico,Brickell,225968,1985-02-10,40000,1955-01-29
Senior Engineer,Domenico,Brickell,225968,1985-02-10,40000,1955-01-29
Assistant Engineer,Tadanori,Shackell,225969,1998-08-06,72077,1955-02-07
Senior Staff,Siddarth,Piazza,225978,1986-07-14,77225,1952-10-06
Staff,Siddarth,Piazza,225978,1986-07-14,77225,1952-10-06
Senior Staff,Malu,Hoogerwoord,225979,1986-07-11,40000,1954-08-22
Staff,Malu,Hoogerwoord,225979,1986-07-11,40000,1954-08-22
Engineer,Luigi,Antonakopoulos,225980,1988-01-06,40000,1953-10-13
Senior Engineer,Luigi,Antonakopoulos,225980,1988-01-06,40000,1953-10-13
Engineer,Niclas,Hopewell,225981,1985-04-06,43157,1953-03-19
Senior Engineer,Niclas,Hopewell,225981,1985-04-06,43157,1953-03-19
Engineer,Susanta,Zaiane,225982,1985-11-29,40000,1954-08-10
Senior Engineer,Susanta,Zaiane,225982,1985-11-29,40000,1954-08-10
Senior Staff,Sverrir,Zedlitz,225992,1994-04-29,58236,1953-08-29
Assistant Engineer,Khoa,Gniady,225995,1989-12-10,47674,1953-04-18
Engineer,Khoa,Gniady,225995,1989-12-10,47674,1953-04-18
Senior Engineer,Khoa,Gniady,225995,1989-12-10,47674,1953-04-18
Engineer,Kaijung,Gammage,226002,1988-12-01,46016,1952-03-29
Engineer,Sahrah,Katalagarianos,226012,1987-01-24,41595,1955-12-18
Senior Engineer,Sahrah,Katalagarianos,226012,1987-01-24,41595,1955-12-18
Engineer,Nechama,Fasbender,226015,1990-06-10,40000,1952-12-30
Engineer,Badri,Orlowski,226017,1987-12-20,59682,1952-08-18
Senior Engineer,Badri,Orlowski,226017,1987-12-20,59682,1952-08-18
Senior Staff,Billie,Bellmore,226019,1989-04-07,65392,1954-04-13
Staff,Billie,Bellmore,226019,1989-04-07,65392,1954-04-13
Engineer,Sadegh,Vernadat,226032,1993-03-23,50063,1955-11-14
Senior Engineer,Sadegh,Vernadat,226032,1993-03-23,50063,1955-11-14
Staff,Baruch,Benner,226067,1995-06-29,101626,1954-09-02
Engineer,Mohammed,Baalen,226072,1995-06-02,70212,1952-10-20
Engineer,Naraig,Badache,226079,1985-11-15,40000,1954-08-11
Senior Engineer,Naraig,Badache,226079,1985-11-15,40000,1954-08-11
Engineer,Fabrizio,Decleir,226080,1996-01-08,40000,1954-02-05
Senior Engineer,Fabrizio,Decleir,226080,1996-01-08,40000,1954-02-05
Engineer,Chinho,Nyanchama,226092,1985-06-03,52800,1954-07-10
Senior Engineer,Chinho,Nyanchama,226092,1985-06-03,52800,1954-07-10
Senior Staff,Werner,Iacovou,226093,1986-06-15,60634,1953-10-30
Staff,Werner,Iacovou,226093,1986-06-15,60634,1953-10-30
Senior Staff,Unal,Kalsbeek,226095,1988-08-22,70075,1952-09-25
Staff,Unal,Kalsbeek,226095,1988-08-22,70075,1952-09-25
Senior Staff,Malu,Chandrasekhar,226099,1987-11-06,52718,1955-03-15
Staff,Malu,Chandrasekhar,226099,1987-11-06,52718,1955-03-15
Senior Staff,Shuji,Stasinski,226110,1985-10-11,44301,1953-03-29
Staff,Shuji,Stasinski,226110,1985-10-11,44301,1953-03-29
Senior Staff,Susanna,Gomatam,226112,1985-08-24,84125,1952-03-08
Staff,Susanna,Gomatam,226112,1985-08-24,84125,1952-03-08
Staff,Youssef,Przulj,226117,1986-11-24,51937,1954-05-29
Senior Engineer,Vidar,Narahara,226121,1988-06-28,40000,1953-09-11
Engineer,Bernd,Dolinsky,226133,1996-11-27,40000,1954-10-12
Engineer,Shichao,Syrzycki,226146,1986-01-10,54916,1952-05-19
Senior Engineer,Shichao,Syrzycki,226146,1986-01-10,54916,1952-05-19
Staff,Selwyn,Mapelli,226166,1997-05-12,92501,1954-12-01
Engineer,Maris,Sudbeck,226181,1986-11-22,40000,1955-08-10
Senior Engineer,Maris,Sudbeck,226181,1986-11-22,40000,1955-08-10
Senior Staff,Toong,Jakobus,226191,1987-07-02,64241,1953-04-08
Staff,Toong,Jakobus,226191,1987-07-02,64241,1953-04-08
Engineer,Heekeun,Raoux,226231,1985-09-10,40000,1952-05-11
Senior Engineer,Heekeun,Raoux,226231,1985-09-10,40000,1952-05-11
Engineer,Sanjit,Nishimukai,226234,1987-03-30,40000,1952-03-29
Senior Engineer,Sanjit,Nishimukai,226234,1987-03-30,40000,1952-03-29
Staff,Rajmohan,Attimonelli,226263,1998-08-14,55117,1954-09-09
Senior Staff,Collette,Zhiwei,226269,1988-03-11,85775,1955-03-03
Staff,Collette,Zhiwei,226269,1988-03-11,85775,1955-03-03
Staff,Uwe,Honiden,226270,1997-05-28,50466,1955-03-17
Engineer,Alain,Katiyar,226275,1994-07-08,77454,1954-09-11
Senior Engineer,Alain,Katiyar,226275,1994-07-08,77454,1954-09-11
Engineer,Doowon,Kragelund,226281,1988-08-12,40000,1952-07-02
Senior Engineer,Doowon,Kragelund,226281,1988-08-12,40000,1952-07-02
Senior Staff,Emdad,Krzyzanowski,226282,1986-11-27,73665,1954-09-15
Staff,Emdad,Krzyzanowski,226282,1986-11-27,73665,1954-09-15
Engineer,Krister,Peris,226286,1995-04-24,40000,1955-01-25
Engineer,Reuven,McDermid,226299,1987-02-16,40000,1952-10-01
Senior Engineer,Reuven,McDermid,226299,1987-02-16,40000,1952-10-01
Senior Engineer,Danae,Braunmuhl,226302,1985-07-19,40000,1955-04-27
Senior Engineer,Marin,Lorch,226307,1987-11-20,47702,1953-11-27
Engineer,Youngkon,Portugali,226309,1993-10-25,66316,1955-07-19
Senior Engineer,Youngkon,Portugali,226309,1993-10-25,66316,1955-07-19
Senior Staff,Aiichiro,Christ,226313,1996-04-06,44417,1952-03-19
Staff,Aiichiro,Christ,226313,1996-04-06,44417,1952-03-19
Senior Staff,Leni,Avouris,226325,1990-10-02,97594,1952-09-19
Engineer,Heeju,Stellhorn,226356,1988-12-20,40000,1953-12-10
Senior Engineer,Heeju,Stellhorn,226356,1988-12-20,40000,1953-12-10
Senior Staff,Ung,Munro,226367,1987-09-05,71742,1953-01-10
Staff,Ung,Munro,226367,1987-09-05,71742,1953-01-10
Senior Staff,Kensei,Heping,226369,1998-08-12,113188,1953-01-31
Senior Staff,Moss,Khasidashvili,226382,1985-02-06,71601,1953-03-18
Staff,Moss,Khasidashvili,226382,1985-02-06,71601,1953-03-18
Senior Staff,Hausi,Makinen,226384,1988-07-29,73273,1955-10-09
Staff,Hausi,Makinen,226384,1988-07-29,73273,1955-10-09
Senior Engineer,Xiaoshan,Broomell,226385,1987-03-25,53530,1952-10-20
Senior Staff,Inderjeet,Eterovic,226387,1988-08-20,63226,1953-03-03
Staff,Inderjeet,Eterovic,226387,1988-08-20,63226,1953-03-03
Technique Leader,Tamiya,Axelband,226395,1987-11-09,40000,1955-11-27
Senior Engineer,Girolamo,Copas,226398,1998-02-23,40000,1953-03-17
Engineer,Gio,Sifakis,226410,1992-03-20,66894,1955-01-11
Senior Engineer,Gio,Sifakis,226410,1992-03-20,66894,1955-01-11
Technique Leader,Siddarth,Constantine,226424,1993-07-03,53661,1955-07-30
Engineer,Alassane,Budinsky,226431,1986-03-15,60732,1952-12-04
Senior Engineer,Alassane,Budinsky,226431,1986-03-15,60732,1952-12-04
Engineer,Radhika,Llado,226435,1988-10-09,40000,1953-04-21
Senior Engineer,Radhika,Llado,226435,1988-10-09,40000,1953-04-21
Senior Staff,Subhada,Kambil,226438,1986-07-01,85348,1952-09-23
Staff,Subhada,Kambil,226438,1986-07-01,85348,1952-09-23
Engineer,Patricio,Stellhorn,226452,1995-12-05,89305,1952-11-14
Senior Engineer,Patricio,Stellhorn,226452,1995-12-05,89305,1952-11-14
Engineer,Saniya,Leonhardt,226453,1998-10-11,49755,1954-02-13
Engineer,Phule,Kabayashi,226456,1985-05-30,63756,1955-01-03
Senior Engineer,Phule,Kabayashi,226456,1985-05-30,63756,1955-01-03
Staff,Lenore,Kruskal,226458,1985-03-23,40010,1952-05-10
Senior Staff,Atilio,Baek,226466,1988-06-28,51580,1955-12-07
